sno,claim,url,claim_entered,sourced_bills,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
10,"Says ""David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices.""",https://www.politifact.com/factchecks/2020/oct/19/afscme/arizona-house-race-attack-ad-zeroes-prescription-d/,"David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices",['116 HR 19'],"['112 HR 4628', '117 HR 1693', '112 HR 436', '117 HR 3537', '117 HR 5455', '112 HR 5651', '117 HR 2355', '117 HR 654', '117 HR 5657', '117 HR 7667']","['112 HR 5651', '117 HRES 1017', '117 HR 1693', '117 HR 654', '117 S 957', '112 HR 4628', '117 HR 7667', '112 HRES 54', '117 HR 7372', '117 S 583']","['117 S 2796', '117 HR 2355', '112 HRES 26', '112 HR 5651', '117 HR 654', '112 HRES 236', '112 HRES 724', '112 HRES 779', '112 HRES 430', '117 S 610']","['112 HR 436', '112 HRES 170', '112 HCONRES 35', '117 HRES 1153', '117 HR 2355', '112 HRES 236', '117 S 2796', '117 HR 654', '112 HRES 591', '117 HR 3743']","['117 HR 7606', '112 HRES 679', '117 S 583', '117 HRES 1017', '117 S 2796', '117 HRES 1404', '117 HR 2355', '112 HRES 219', '117 HR 2379', '117 HR 654']","['112 HRES 236', '117 HR 2379', '112 HR 5651', '117 HR 654', '117 HR 7667', '112 HRES 26', '117 S 2796', '112 HRES 724', '112 HRES 430', '117 HR 2355']","['117 HRES 1017', '112 HRES 697', '112 HRES 679', '117 HRES 1254', '117 HRES 1396', '117 HRES 1232', '117 HR 2379', '112 HRES 300', '112 HRES 430', '112 HRES 269']","['112 HR 5651', '112 HR 436', '117 HR 7667', '117 HR 3743', '117 HR 7790', '117 HR 2355', '117 S 2796', '117 HRES 1017', '117 HR 1693', '117 HRES 1124']","['116 S 3129', '115 S 348', '116 S 3384', '117 SRES 151', '110 S 3', '114 S 2858', '116 HR 19', '115 HR 1775', '116 HR 5501', '116 S 3162']","['108 S 1050', '115 HR 5554', '113 HR 4304', '108 S 14', '108 S 1992', '114 HR 5394', '109 HR 4', '112 S 3187', '113 HR 15', '112 HR 5651']","['110 S 3', '116 S 3129', '116 S 3384', '114 S 2858', '115 S 348', '116 HR 5501', '116 S 3162', '117 SRES 151', '116 HR 19', '115 HR 1775']"
11,"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",https://www.politifact.com/factchecks/2020/oct/14/tommy-tuberville/tommy-tuberville-wrong-twice-attack-alabama-sen-do/,Doug Jones has voted to spend our tax dollars on late-term abortions and supports abortion up until birth,['116 S 109'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['117 HR 8814', '117 HR 8814', '114 HR 7', '114 HR 7', '111 HRES 94', '117 S 86', '117 S 86', '115 HR 7', '115 HR 7', '118 HR 12']","['113 HR 1', '109 HR 4', '108 S 1050', '113 HR 4304', '113 HR 15', '110 HR 7060', '108 S 14', '113 HR 5771', '113 S 744', '113 S 2260']","['117 HR 8814', '117 HR 8814', '114 HR 7', '114 HR 7', '117 S 86', '117 S 86', '117 HR 6465', '116 HR 2373', '111 HRES 94', '115 HR 7']"
12,Says Martha McSally âvoted to take away money from Fort Huachuca to pay for the border wall.â,https://www.politifact.com/factchecks/2020/oct/14/mark-kelly/kellys-claim-mcsally-voted-take-money-az-military-/,Martha McSally voted to take away money from Fort Huachuca to pay for the border wall,"['116 HJRES 46', '116 SJRES 54']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['116 HR 256', '117 HR 416', '117 HR 416', '113 HRES 736', '115 HR 7304', '118 HR 1531', '110 HRES 52', '116 HR 3717', '116 HR 85', '117 HR 58']","['108 S 1050', '113 HR 15', '113 HR 4304', '109 HR 4', '113 S 744', '108 S 14', '114 HR 5394', '112 HR 3630', '113 S 696', '112 HR 7']","['113 HRES 736', '116 HR 256', '117 HR 416', '117 HR 416', '115 HR 7304', '117 HR 2390', '116 S 2848', '115 HRES 225', '108 S 1823', '115 HR 5876']"
13,"Says âLucy McBath voted to release criminals from prison. Murderers, rapists.â",https://www.politifact.com/factchecks/2020/oct/12/national-republican-congressional-committee/lucy-mcbath-didnt-vote-release-murderers-rapists-p/,Lucy McBath voted to release criminals from prison,['116 HR 6800'],"['117 HR 5455', '117 HR 546', '117 HR 1652', '117 HR 4250', '117 HR 1693', '117 HR 5911', '117 S 3846', '117 HR 7734', '117 HR 1621', '117 HR 7334']","['117 HR 546', '117 HR 1652', '117 HR 5455', '117 HR 1693', '117 HR 6943', '117 HR 4250', '117 HR 6448', '117 S 4834', '117 HR 5673', '117 S 4160']","['117 HR 983', '117 S 3846', '117 HR 546', '117 HR 5455', '117 HR 1693', '117 HR 4250', '117 HR 55', '117 HR 4089', '117 HR 1002', '117 S 4785']","['117 S 3846', '117 HR 546', '117 HR 983', '117 HR 3372', '117 S 4003', '117 HR 4250', '117 S 4834', '117 HR 1652', '117 S 2796', '117 HRES 275']","['117 HR 546', '117 HR 5455', '117 HR 1621', '117 S 3846', '117 HR 1693', '117 S 4834', '117 HR 7910', '117 HR 983', '117 HR 5911', '117 HR 5673']","['117 HR 983', '117 S 3846', '117 HR 546', '117 S 1828', '117 HR 1621', '117 HR 3359', '117 HRES 275', '117 HR 1002', '117 HRES 760', '117 HR 4089']","['117 HR 3372', '117 HR 546', '117 S 3846', '117 HR 5455', '117 HR 1621', '117 HR 3359', '117 HR 1280', '117 HR 4250', '117 S 937', '117 HR 1620']","['117 S 3846', '117 HR 983', '117 HR 546', '117 HR 5911', '117 HR 4250', '117 HR 5455', '117 HR 1621', '117 HR 1693', '117 HR 55', '117 HR 8542']","['116 HR 3387', '117 HR 3963', '117 HR 3963', '117 HR 929', '117 HR 929', '113 HR 4074', '112 HR 6382', '112 HR 74', '111 HR 2450', '114 HR 6097']","['108 S 1050', '114 HR 5394', '113 HR 4304', '109 HR 4', '113 HR 15', '108 S 14', '113 S 696', '112 HR 3630', '108 S 1435', '113 HR 3895']","['116 HR 3387', '117 HR 929', '117 HR 929', '114 S 2231', '116 S 3035', '117 HR 3963', '117 HR 3963', '113 HR 4074', '112 HR 6382', '108 HRES 302']"
14,Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politiciansâ campaigns to pay for personal expenses and TV ads.,https://www.politifact.com/factchecks/2020/oct/12/nancy-mace/sc-rep-cunningham-did-not-vote-5m-tax-funds-go-cam/,Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians campaigns to pay for personal expenses and TV ads,['116 HR 1'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['116 HR 6500', '116 HR 6500', '109 HRES 185', '116 HR 4931', '116 HR 1827', '117 S 141', '116 S 73', '116 HR 8399', '115 S 2478', '109 HR 4440']","['108 S 1050', '114 HR 5394', '113 HR 4304', '108 S 14', '113 HR 15', '109 HR 4', '113 HR 4034', '112 HR 3630', '112 HR 7', '113 S 744']","['116 HR 6500', '116 HR 6500', '109 HRES 185', '116 HR 1827', '117 S 141', '116 HR 8399', '116 S 73', '115 S 2478', '118 S 500', '116 HR 5956']"
15,Says Kamala Harris and other Democratic senators âvoted to let babies scream until they die if born alive.â,https://www.politifact.com/factchecks/2020/sep/01/viral-image/facebook-post-mischaracterizes-democratic-senators/,Kamala Harris voted to let babies scream until they die if born alive,"['116 S 311', '107 HR 2175']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['117 HRES 679', '117 HRES 1002', '117 HRES 1002', '116 HR 8923', '116 HR 962', '116 HR 962', '116 S 311', '117 HR 619', '117 HR 619', '117 HR 619']","['108 S 1050', '109 HR 4', '113 HR 4304', '113 HR 15', '112 HR 3630', '108 S 14', '113 S 696', '113 S 744', '116 HR 8923', '116 HR 962']","['117 HRES 679', '117 HRES 1002', '117 HRES 1002', '116 HR 8923', '116 HR 962', '116 HR 962', '116 S 311', '117 HR 619', '117 HR 619', '117 HR 619']"
16,Sen. Steve Daines âvoted to give billions in tax breaks to big drug companies even as they raised prices.â,https://www.politifact.com/factchecks/2020/aug/25/duty-and-honor/misleading-ad-montana-senate-race-casts-steve-dain/,Sen. Steve Daines voted to give billions in tax breaks to big drug companies even as they raised prices,['116 S 2543'],"['117 HR 6968', '117 HR 7108', '117 SJRES 33', '117 S 1301', '117 S 4822', '117 S 610', '117 HR 6119', '117 S 3436', '117 HR 7691', '117 S 4132']","['117 HR 7108', '117 S 610', '117 S 4822', '117 S 1301', '117 S 3436', '117 S 4008', '117 HR 4346', '117 HR 6968', '117 S 2747', '117 HR 5746']","['117 HR 1799', '117 S 4008', '117 HR 2471', '117 HR 1319', '117 S 1301', '117 SCONRES 14', '117 SJRES 33', '117 HR 7691', '117 HR 6119', '117 HR 5305']","['117 HR 1799', '117 HR 2471', '117 HR 6119', '117 HR 7691', '117 HR 1652', '117 SJRES 33', '117 HR 5305', '117 SCONRES 14', '117 HR 5376', '117 S 1301']","['117 S 610', '117 S 4822', '117 HR 7108', '117 S 4008', '117 HCONRES 119', '117 HR 1652', '117 HR 1868', '117 HR 3233', '117 HR 1799', '117 HR 6833']","['117 HR 2471', '117 S 610', '117 HR 1799', '117 S 4822', '117 HR 1319', '117 S 4008', '117 HR 5305', '117 HR 4346', '117 S 4132', '117 HR 6617']","['117 S 610', '117 S 4008', '117 HR 6617', '117 HR 6833', '117 HR 1868', '117 HR 6119', '117 HR 4346', '117 HR 1799', '117 HR 7108', '117 HR 7691']","['117 HR 1799', '117 S 610', '117 HR 1319', '117 SCONRES 14', '117 S 1605', '117 HR 4346', '117 S 1301', '117 S 4822', '117 HR 2471', '117 HR 6617']","['117 HR 6392', '113 S 8', '116 HR 6408', '116 HR 6408', '117 S 2837', '108 S 2714', '117 HR 4811', '108 S 1999', '108 HR 2409', '116 HR 1093']","['113 HR 1', '109 HR 4', '108 S 1050', '113 HR 4304', '110 HR 7060', '113 HR 5771', '112 HR 3630', '113 S 696', '108 S 14', '113 S 2260']","['116 HR 4711', '113 S 8', '117 HR 6392', '108 S 1999', '113 HR 1450', '113 HR 1450', '108 S 2714', '117 HR 4811', '117 S 2837', '116 S 378']"
17,Says Rep. Elissa Slotkin âvoted against condemning cyber attacks by the Chinese Communist Party on American organizations developing COVID-19 treatments.â,https://www.politifact.com/factchecks/2020/aug/24/paul-junge/fact-check-junge-says-slotkin-voted-against-condem/,Rep. Elissa Slotkin voted against condemning cyber attacks by the Chinese Communist Party on American organizations developing COVID-19 treatments,"['116 HRES 1031', '116 HRES 1028', '116 HR 2', '116 HR 6395']","['117 S 1828', '117 HR 7314', '117 HRES 317', '117 HCONRES 45', '117 HR 2685', '117 S 2520', '117 HRES 892', '117 HRES 1130', '117 HR 7372', '117 HR 6873']","['117 S 1828', '117 HR 4738', '117 HR 1651', '117 HRES 973', '117 HR 5119', '117 HR 7372', '117 HR 7180', '117 HR 7314', '117 HRES 8', '117 HR 1155']","['117 HRES 317', '117 HR 7314', '117 HRES 1037', '117 HR 7276', '117 HRES 730', '117 HRES 331', '117 HR 4738', '117 HRES 38', '117 HRES 24', '117 HR 4686']","['117 HR 1651', '117 HR 1934', '117 HR 7314', '117 HR 1155', '117 HRES 760', '117 HR 4515', '117 HRES 317', '117 HR 3462', '117 HR 7372', '117 HR 654']","['117 HR 4738', '117 HR 7314', '117 S 658', '117 HR 1651', '117 S 4834', '117 HR 7180', '117 HRES 317', '117 HR 3233', '117 HR 7334', '117 HR 6824']","['117 HR 1934', '117 S 1828', '117 HR 2471', '117 HR 1392', '117 HR 3967', '117 S 937', '117 HR 1155', '117 HR 6930', '117 HR 6873', '117 HRES 38']","['117 HR 7314', '117 HR 1155', '117 HR 4738', '117 HR 7372', '117 HR 7180', '117 HRES 130', '117 HCONRES 45', '117 HRES 317', '117 HR 3807', '117 HR 1934']","['117 HR 7314', '117 HR 4738', '117 HRES 317', '117 HR 1934', '117 HR 5665', '117 HRES 8', '117 HRES 130', '117 HRES 837', '117 HRES 1037', '117 HR 7372']","['118 HCONRES 48', '117 HR 5431', '117 HR 5431', '116 HR 7937', '117 HR 2329', '117 HR 6686', '113 HR 5103', '116 HRES 922', '117 HR 6650', '117 HR 6650']","['113 HR 4304', '108 S 1050', '109 HR 4', '112 S 3414', '114 HR 5394', '112 S 21', '112 HR 4271', '109 HR 5222', '112 S 813', '114 HR 9']","['118 HCONRES 48', '117 HR 5431', '117 HR 5431', '117 HR 6686', '116 HR 7937', '117 HR 2329', '116 HRES 922', '117 S 2933', '117 S 4820', '113 HR 5103']"
18,"Says U.S. Rep. Dan Lipinski âvoted against the DREAM Act, supports separating families and banning Muslims.â",https://www.politifact.com/factchecks/2020/mar/08/rush-darwish/challengers-account-lipinskis-immigration-record-f/,"U.S. Rep. Dan Lipinski voted against the DREAM Act, supports separating families and banning Muslims","['111 HR 5281', '116 HR 6', '116 HR 541', '116 HR 2214']","['112 HRES 237', '112 HR 33', '111 HCONRES 323', '110 HR 1130', '110 HR 3320', '110 HR 4848', '109 HRES 333', '110 HRES 1525', '109 HRES 736', '112 HR 358']","['110 HR 1227', '112 S 3193', '112 HRES 237', '112 HR 1173', '112 HR 33', '111 HR 5327', '112 HR 836', '112 HR 3', '111 HCONRES 323', '109 HRES 575']","['110 HR 1955', '111 HR 780', '111 HRES 490', '111 HCONRES 249', '112 S 990', '109 HR 8', '112 HRES 79', '110 HR 6074', '111 S 3998', '111 HRES 1736']","['110 HRES 635', '109 HRES 546', '112 S 990', '110 HR 3461', '111 HRES 210', '109 HR 8', '111 HRES 1566', '109 HR 2679', '109 HRES 795', '111 HRES 134']","['112 HRES 821', '111 HR 5327', '111 HR 5281', '111 HCONRES 249', '109 HJRES 88', '109 HRES 575', '112 HRES 562', '109 HR 6094', '109 HRES 610', '112 HR 2938']","['112 HR 3567', '109 HR 8', '111 S 987', '110 HRES 1069', '111 HR 1327', '110 HRES 635', '110 HR 1593', '112 S 990', '111 HR 80', '110 HR 1955']","['112 HRES 821', '110 HRES 1298', '111 HR 5281', '111 HRES 372', '110 HRES 32', '110 HR 1955', '110 HRES 635', '109 HRES 610', '109 HRES 621', '109 HR 2679']","['112 HR 440', '111 S 987', '110 HRES 377', '110 HRES 1276', '110 HRES 1069', '110 HRES 635', '112 HR 4201', '109 HRES 575', '109 HR 4681', '112 HR 4970']","['115 HR 6193', '112 S 6', '112 HRES 521', '112 HRES 521', '111 HRES 1288', '109 HRES 368', '117 SRES 505', '110 HRES 665', '108 SRES 15', '114 HRES 569']","['113 HR 15', '113 HR 4304', '108 S 1050', '113 S 744', '113 HR 4034', '108 S 14', '112 HR 4271', '112 HR 4982', '111 HR 1105', '112 HR 3671']","['111 HR 2498', '115 HR 6193', '112 S 6', '110 HRES 665', '109 HRES 807', '111 HRES 1288', '112 HRES 521', '112 HRES 521', '108 SRES 15', '118 HR 593']"
19,"Says Sen. Thom Tillis voted to ""take away"" coverage for people with pre-existing conditions.",https://www.politifact.com/factchecks/2020/mar/02/cal-cunningham/cunningham-says-tills-voted-take-away-coverage-pre/,Sen. Thom Tillis voted to take away coverage for people with pre-existing conditions,['115 S 3388'],"['117 HR 3755', '117 S 4132', '117 SJRES 32', '117 HR 3076', '117 SJRES 41', '117 S 4', '117 SJRES 37', '117 HR 1868', '117 SJRES 39', '117 SJRES 46']","['117 S 4132', '117 HR 3755', '117 HR 1868', '117 HR 1799', '117 SJRES 41', '117 S 610', '117 HR 3076', '117 S 3373', '117 HR 7', '117 S 4']","['117 HR 3755', '117 S 4132', '117 HR 1799', '117 HR 1868', '117 SJRES 41', '117 S 4', '117 S 610', '117 SJRES 39', '117 S 3373', '117 SJRES 32']","['117 HR 3755', '117 S 4132', '117 HR 1799', '117 S 610', '117 HR 1868', '117 SJRES 41', '117 HR 1652', '117 SJRES 39', '117 HR 6617', '117 HR 7']","['117 SJRES 32', '117 S 4', '117 HR 1868', '117 HR 1437', '117 HR 3076', '117 SJRES 41', '117 S 610', '117 SJRES 55', '117 HR 3967', '117 S 3373']","['117 S 4132', '117 HR 3755', '117 HR 1799', '117 HR 6833', '117 SJRES 41', '117 S 4008', '117 HR 1868', '117 S 610', '117 HR 6119', '117 SJRES 39']","['117 HR 1868', '117 SJRES 41', '117 S 610', '117 SJRES 32', '117 HR 3755', '117 S 4132', '117 S 4', '117 HR 1799', '117 S 3373', '117 HR 8404']","['117 S 4132', '117 HR 3755', '117 S 610', '117 HR 6119', '117 HR 1868', '117 HR 1652', '117 HR 1799', '117 HR 6617', '117 SJRES 41', '117 S 3373']","['115 S 3388', '115 HR 6898', '111 HR 3741', '113 HR 5328', '115 HR 628', '116 HRES 280', '113 HR 4496', '115 HRES 225', '115 HRES 1066', '117 HR 2149']","['108 S 1050', '113 HR 4304', '112 HR 3630', '108 S 14', '113 HR 15', '109 HR 4', '113 S 696', '113 S 744', '112 HR 7', '113 HR 4034']","['115 S 3388', '115 HR 6898', '113 HR 4496', '116 S 4506', '113 HR 5328', '115 HR 628', '116 HRES 280', '111 HR 3741', '115 HRES 1066', '114 SRES 85']"
20,"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",https://www.politifact.com/factchecks/2020/feb/27/tweets/dating-back-1991-and-his-time-house-bernie-sanders/,Bernie Sanders never voted yes on sanctions against Russia,['114 S 284'],"['117 SCONRES 43', '117 S 5355', '117 HR 3684', '108 HRES 645', '105 HRES 423', '105 HR 217', '107 HR 1042', '109 HR 6143', '110 HR 1429', '106 S 632']","['117 SCONRES 43', '117 S 5355', '109 HRES 441', '106 HRES 235', '102 HRES 206', '108 HJRES 49', '108 HRES 433', '107 HCONRES 281', '109 HCONRES 126', '106 HR 4945']","['117 SCONRES 43', '117 S 5355', '109 HCONRES 210', '105 HJRES 54', '107 HRES 438', '103 HRES 329', '104 HRES 468', '102 HR 4210', '104 HRES 526', '106 HJRES 33']","['117 S 5355', '117 SCONRES 43', '107 HR 1042', '103 HR 6', '104 HRES 526', '110 S 1642', '110 HR 2881', '105 HR 2264', '105 HCONRES 139', '109 HJRES 81']","['117 SCONRES 43', '117 S 5355', '106 HR 658', '117 S 2938', '106 HR 2122', '108 HCONRES 326', '109 HCONRES 268', '108 HR 1018', '109 HJRES 81', '117 HR 350']","['117 SCONRES 43', '117 S 5355', '109 S 3504', '106 HR 4118', '102 HR 776', '109 HR 503', '109 HRES 148', '107 HR 2509', '107 SJRES 6', '109 HRES 895']","['117 S 4', '108 HCONRES 85', '112 SRES 14', '102 HR 1724', '108 HRES 530', '108 SCONRES 114', '108 HR 2210', '107 HJRES 50', '117 HR 4521', '108 HR 4030']","['117 SCONRES 43', '117 S 5355', '107 HRES 354', '105 HR 748', '109 HRES 623', '105 HR 2400', '109 HCONRES 126', '117 HR 4346', '109 HR 6406', '109 HR 4944']","['115 S 3275', '115 HR 5428', '115 SRES 582', '117 HR 7066', '116 HRES 474', '110 HCONRES 257', '117 HR 7429', '117 S 3867', '117 HR 6842', '118 SRES 72']","['113 S 1881', '112 S 1472', '112 HR 1905', '114 S 792', '114 S 269', '117 S 3513', '112 HR 4271', '111 HR 2194', '115 HR 3364', '113 S 1714']","['115 S 3275', '115 HR 5428', '116 HRES 474', '115 SRES 582', '118 SRES 72', '117 HR 6842', '117 HR 7066', '117 S 3867', '117 HR 7429', '117 S 3513']"
21,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",https://www.politifact.com/factchecks/2019/jul/24/facebook-posts/facebook-post-compares-votes-rand-paul-ilhan-omar-/,Sen. Rand Paul voted no to provide further funding for the 9/11 First Responders Victims Fund,"['116 HR 1327', '116 S 546', '116 HR 1327', '116 S 546']","['117 HR 1652', '117 S 937', '117 HR 3233', '117 HR 350', '112 SRES 159', '112 HJRES 66', '117 HR 6119', '112 S 1723', '117 HR 6617', '117 S 1251']","['117 HR 1652', '117 S 937', '112 HJRES 66', '112 S 1723', '117 HR 6119', '117 HR 350', '112 HR 3672', '117 HR 3233', '117 S 4008', '112 SRES 159']","['117 HR 1652', '117 HR 6833', '112 S 1723', '112 HR 3672', '112 S 1726', '117 HR 6119', '117 S 4008', '112 SCONRES 37', '112 HCONRES 34', '112 HCONRES 94']","['117 HR 1652', '112 SRES 14', '112 S 1723', '112 HR 3672', '117 HR 6119', '117 HR 6833', '112 HCONRES 94', '112 SRES 159', '112 S 990', '112 S 1940']","['117 HR 1652', '112 HCONRES 94', '117 HR 6119', '112 HR 3672', '112 HR 658', '112 S 223', '117 HR 5305', '117 HR 6617', '117 SCONRES 5', '112 S 1813']","['112 S 1723', '117 HR 1652', '117 HR 6119', '117 HR 6833', '117 HR 6617', '117 HR 4346', '117 HR 3237', '117 HR 7691', '112 HCONRES 94', '112 S 3457']","['117 HR 1652', '112 HR 3672', '112 HR 674', '112 S 3457', '112 HCONRES 94', '117 HR 6617', '117 HR 6119', '112 HJRES 66', '112 SCONRES 37', '112 SRES 14']","['117 HR 1652', '112 S 1723', '117 HR 6119', '117 HR 6833', '117 HR 3967', '117 HR 7691', '117 HR 3237', '117 HR 6617', '112 SRES 14', '112 HCONRES 94']","['117 HR 8648', '117 HR 8648', '117 HR 5230', '112 HR 1455', '109 HR 1093', '110 HR 1638', '114 HR 3858', '113 HR 3081', '115 SRES 575', '113 HR 5503']","['108 S 1050', '109 HR 4', '113 HR 4304', '112 HR 3630', '112 HR 4271', '108 S 14', '112 HR 4982', '113 HR 15', '114 HR 5394', '112 HR 7']","['117 HR 8648', '117 HR 8648', '112 HR 1455', '117 HR 5230', '116 HR 6003', '109 HR 1093', '115 SRES 575', '114 HR 3858', '109 HRES 269', '111 HR 3402']"
22,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",https://www.politifact.com/factchecks/2019/jul/24/facebook-posts/facebook-post-compares-votes-rand-paul-ilhan-omar-/,Rep. Ilhan Omar voted yes to provide further funding for the 9/11 First Responders Victims Fund,"['116 HR 1327', '116 S 546', '116 HR 1327', '116 S 546']","['117 HR 1652', '117 HR 2119', '117 S 937', '117 HR 4118', '117 HR 7025', '117 HR 3372', '117 HR 6538', '117 HR 6552', '117 HRES 1033', '117 HR 6448']","['117 HR 1652', '117 HR 7025', '117 HR 7081', '117 HR 4118', '117 HR 2119', '117 HR 3807', '117 HR 5689', '117 S 1502', '117 HR 5119', '117 HR 6448']","['117 HR 1652', '117 HR 654', '117 HR 1664', '117 HR 6833', '117 HR 2119', '117 HR 5119', '117 HR 2379', '117 HR 6825', '117 HR 2911', '117 HR 3807']","['117 HR 1652', '117 HR 2119', '117 HR 2992', '117 HR 6943', '117 HR 1664', '117 S 1511', '117 HR 6538', '117 S 1828', '117 HR 654', '117 HR 6961']","['117 HR 2278', '117 S 1095', '117 HR 2992', '117 HR 1652', '117 HR 5119', '117 HR 6119', '117 HR 2119', '117 HR 521', '117 HR 5118', '117 HR 5001']","['117 HR 6873', '117 HR 1652', '117 HR 6119', '117 HR 2119', '117 HR 6833', '117 HR 2992', '117 S 2089', '117 HR 6617', '117 HR 5689', '117 HRES 1499']","['117 HR 5689', '117 HR 7939', '117 HR 1652', '117 HR 3807', '117 HR 654', '117 HR 2020', '117 S 1511', '117 HR 2119', '117 HR 5774', '117 HR 6825']","['117 HR 1652', '117 S 1511', '117 HR 6943', '117 HR 2992', '117 HR 2119', '117 HR 6119', '117 S 3846', '117 HR 521', '117 HR 6833', '117 HR 3807']","['117 HR 8648', '117 HR 8648', '117 HR 5230', '118 HRES 76', '112 HR 1455', '109 HR 1093', '116 HRES 241', '110 HR 1638', '114 HR 3858', '114 HR 1794']","['108 S 1050', '109 HR 4', '113 HR 4304', '112 HR 3630', '112 HR 4271', '112 HR 4982', '108 S 14', '113 HR 15', '114 HR 5394', '112 HR 7']","['118 HRES 76', '117 HR 8648', '117 HR 8648', '116 HRES 241', '117 HRES 474', '112 HR 1455', '117 HR 5230', '116 HR 6003', '114 HR 1794', '114 HR 1794']"
23,"Says Joe Biden ""voted for the Iraq War, for mass incarceration, and for the Bankruptcy Reform Act while voting against gay marriage, reproductive rights, and school desegregation.""",https://www.politifact.com/factchecks/2019/apr/26/justice-democrats/biden-draws-barbs-progressive-democratic-organizat/,"Joe Biden voted for the Iraq War, for mass incarceration, and for the Bankruptcy Reform Act while voting against gay marriage, reproductive rights, and school desegregation","['100 HR 05210', '103 HR 3355', '109 S 256']","['108 SCONRES 31', '105 SCONRES 78', '102 SJRES 1', '104 SRES 110', '101 SRES 318', '107 HR 3275', '102 SRES 76', '110 HR 4156', '110 S 574', '110 SJRES 9']","['108 SCONRES 31', '105 SCONRES 78', '110 HR 4156', '102 SRES 76', '101 S 1970', '102 S 2399', '102 S 1306', '110 S 2340', '109 SRES 207', '102 S 1985']","['104 S 244', '102 S 2399', '109 S 2320', '103 S 382', '103 HR 920', '105 HR 629', '101 SRES 197', '107 HR 3275', '101 HJRES 423', '103 HR 3167']","['110 S 2340', '102 HR 5132', '102 SCONRES 4', '105 SCONRES 78', '102 HJRES 157', '102 SJRES 2', '110 HR 4156', '108 S 1689', '107 SJRES 45', '104 SRES 110']","['110 HR 4156', '108 SCONRES 31', '108 SRES 356', '102 SJRES 1', '102 SJRES 2', '110 S 574', '110 S 2633', '102 SRES 76', '110 SCONRES 2', '110 S 2340']","['104 SRES 110', '109 SCONRES 74', '103 HR 4624', '107 HR 3275', '109 S 3930', '101 S 1970', '106 HCONRES 92', '104 S 1956', '110 HR 4156', '101 S 1711']","['108 SCONRES 31', '105 SCONRES 78', '108 SRES 356', '102 SJRES 1', '102 SRES 76', '110 HR 4156', '107 HJRES 114', '102 SJRES 2', '101 SRES 318', '110 SCONRES 2']","['110 HJRES 52', '110 HR 4156', '108 S 1689', '102 HR 1281', '110 S 2340', '108 SCONRES 95', '103 HR 3345', '102 HJRES 157', '107 S 1438', '101 HR 4404']","['114 HR 6484', '115 HR 1055', '108 SJRES 9', '108 HJRES 24', '117 HR 8835', '117 HR 8835', '114 HR 4208', '114 HR 4208', '108 HR 4649', '117 HR 9040']","['108 S 1050', '113 HR 4304', '108 S 14', '113 HR 15', '109 HR 4', '112 HR 3630', '113 HR 4034', '113 S 744', '112 HR 7', '113 HR 2498']","['117 HRES 377', '109 HRES 72', '109 HR 358', '117 HR 8835', '117 HR 8835', '108 SJRES 9', '108 HJRES 24', '110 HRES 1345', '108 HRES 799', '114 HR 6484']"
